VideoPath,URL,PersonID,Size,Frame number in 60-210
003/32HR3MnDZ8g.mp4/0471_0177_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/32HR3MnDZ8g.mp4/0471_0177_0002.mp4,1,0.919,1
003/32HR3MnDZ8g.mp4/0565_0121_0003_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/32HR3MnDZ8g.mp4/0565_0121_0003.mp4,0,0.488,1
003/4ZpjKfu6Cl8.mp4/0096_0121_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0096_0121_0001.mp4,0,0.717,1
003/4ZpjKfu6Cl8.mp4/0138_0161_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0138_0161_0001.mp4,0,1.78,1
003/4ZpjKfu6Cl8.mp4/0188_0183_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0188_0183_0001.mp4,0,1.62,1
003/4ZpjKfu6Cl8.mp4/0309_0115_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0309_0115_0001.mp4,0,1.44,1
003/4ZpjKfu6Cl8.mp4/0689_0160_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0689_0160_0001.mp4,0,2.34,1
003/4ZpjKfu6Cl8.mp4/0706_0253_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/4ZpjKfu6Cl8.mp4/0706_0253_0001.mp4,0,4.31,0
003/5milLu-6bWI.mp4/0015_0147_0003_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0015_0147_0003.mp4,1,0.818,1
003/5milLu-6bWI.mp4/0032_0114_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0032_0114_0002.mp4,0,0.486,1
003/5milLu-6bWI.mp4/0114_0160_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0114_0160_0002.mp4,0,0.637,1
003/5milLu-6bWI.mp4/0192_0161_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0192_0161_0002.mp4,0,0.657,1
003/5milLu-6bWI.mp4/0213_0170_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0213_0170_0001.mp4,0,1.14,1
003/5milLu-6bWI.mp4/0258_0116_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0258_0116_0001.mp4,0,0.522,1
003/5milLu-6bWI.mp4/0401_0158_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0401_0158_0001.mp4,0,0.685,1
003/5milLu-6bWI.mp4/0436_0254_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5milLu-6bWI.mp4/0436_0254_0003.mp4,2,0.735,0
003/5YPjcdLbs5g.mp4/0129_0139_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0129_0139_0001.mp4,0,1.11,1
003/5YPjcdLbs5g.mp4/0314_0159_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0314_0159_0001.mp4,0,1.31,1
003/5YPjcdLbs5g.mp4/0316_0108_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0316_0108_0001.mp4,0,0.855,1
003/5YPjcdLbs5g.mp4/0355_0219_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0355_0219_0001.mp4,0,2.31,0
003/5YPjcdLbs5g.mp4/0423_0183_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0423_0183_0001.mp4,0,1.7,1
003/5YPjcdLbs5g.mp4/0529_0132_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0529_0132_0002.mp4,0,1.35,1
003/5YPjcdLbs5g.mp4/0529_0132_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0529_0132_0002.mp4,1,1.35,1
003/5YPjcdLbs5g.mp4/0630_0104_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0630_0104_0001.mp4,0,1.16,1
003/5YPjcdLbs5g.mp4/0752_0177_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/5YPjcdLbs5g.mp4/0752_0177_0001.mp4,0,0.965,1
003/7YpF6DntOYw.mp4/0019_0272_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/7YpF6DntOYw.mp4/0019_0272_0002.mp4,1,5.2,0
003/7YpF6DntOYw.mp4/0039_0165_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/7YpF6DntOYw.mp4/0039_0165_0002.mp4,0,2.82,1
003/7YpF6DntOYw.mp4/0039_0165_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/7YpF6DntOYw.mp4/0039_0165_0002.mp4,1,2.82,1
003/7YpF6DntOYw.mp4/0062_0114_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/7YpF6DntOYw.mp4/0062_0114_0001.mp4,0,2.63,1
003/7YpF6DntOYw.mp4/0200_0156_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/7YpF6DntOYw.mp4/0200_0156_0001.mp4,0,1.47,1
003/8VZEwOCQ8bc.mp4/0536_0212_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/8VZEwOCQ8bc.mp4/0536_0212_0001.mp4,0,0.661,0
003/8VZEwOCQ8bc.mp4/0592_0138_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/8VZEwOCQ8bc.mp4/0592_0138_0002.mp4,0,0.375,1
003/9bK05eBt1GM.mp4/0048_0231_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0048_0231_0002.mp4,0,1.78,0
003/9bK05eBt1GM.mp4/0048_0231_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0048_0231_0002.mp4,1,1.78,0
003/9bK05eBt1GM.mp4/0050_0282_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0050_0282_0002.mp4,1,1.99,0
003/9bK05eBt1GM.mp4/0162_0109_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0162_0109_0002.mp4,0,0.637,1
003/9bK05eBt1GM.mp4/0162_0109_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0162_0109_0002.mp4,1,0.637,1
003/9bK05eBt1GM.mp4/0178_0132_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0178_0132_0002.mp4,0,1,1
003/9bK05eBt1GM.mp4/0180_0121_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0180_0121_0002.mp4,0,0.774,1
003/9bK05eBt1GM.mp4/0344_0159_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0344_0159_0002.mp4,0,0.391,1
003/9bK05eBt1GM.mp4/0347_0153_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0347_0153_0002.mp4,0,0.324,1
003/9bK05eBt1GM.mp4/0347_0153_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0347_0153_0002.mp4,1,0.324,1
003/9bK05eBt1GM.mp4/0476_0236_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0476_0236_0002.mp4,0,1.02,0
003/9bK05eBt1GM.mp4/0516_0244_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0516_0244_0002.mp4,0,0.587,0
003/9bK05eBt1GM.mp4/0566_0190_0003_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0566_0190_0003.mp4,1,0.743,1
003/9bK05eBt1GM.mp4/0793_0126_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0793_0126_0002.mp4,0,0.699,1
003/9bK05eBt1GM.mp4/0793_0126_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0793_0126_0002.mp4,1,0.699,1
003/9bK05eBt1GM.mp4/0795_0166_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0795_0166_0002.mp4,0,1,1
003/9bK05eBt1GM.mp4/0795_0166_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9bK05eBt1GM.mp4/0795_0166_0002.mp4,1,1,1
003/9Y_l9NsnYE0.mp4/0002_0289_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0002_0289_0003.mp4,2,1.61,0
003/9Y_l9NsnYE0.mp4/0041_0280_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0041_0280_0002.mp4,1,0.835,0
003/9Y_l9NsnYE0.mp4/0205_0104_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0205_0104_0002.mp4,1,0.668,1
003/9Y_l9NsnYE0.mp4/0225_0111_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0225_0111_0002.mp4,1,0.498,1
003/9Y_l9NsnYE0.mp4/0366_0288_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0366_0288_0002.mp4,0,1.19,0
003/9Y_l9NsnYE0.mp4/0367_0109_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0367_0109_0002.mp4,1,0.486,1
003/9Y_l9NsnYE0.mp4/0398_0121_0006_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0398_0121_0006.mp4,1,0.739,1
003/9Y_l9NsnYE0.mp4/0417_0131_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0417_0131_0001.mp4,0,0.407,1
003/9Y_l9NsnYE0.mp4/0474_0285_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0474_0285_0002.mp4,1,1.3,0
003/9Y_l9NsnYE0.mp4/0496_0134_0005_Person4.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0496_0134_0005.mp4,4,0.734,1
003/9Y_l9NsnYE0.mp4/0514_0146_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/9Y_l9NsnYE0.mp4/0514_0146_0001.mp4,0,0.466,1
003/AN07xQokfiE.mp4/0289_0133_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0289_0133_0002.mp4,1,0.322,1
003/AN07xQokfiE.mp4/0313_0244_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0313_0244_0002.mp4,1,0.923,0
003/AN07xQokfiE.mp4/0341_0102_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0341_0102_0002.mp4,1,0.348,1
003/AN07xQokfiE.mp4/0385_0186_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0385_0186_0001.mp4,0,0.419,1
003/AN07xQokfiE.mp4/0427_0209_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0427_0209_0003.mp4,2,0.561,1
003/AN07xQokfiE.mp4/0544_0112_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/AN07xQokfiE.mp4/0544_0112_0002.mp4,0,0.386,1
003/ax3q-RkVIt4.mp4/0189_0120_0004_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0189_0120_0004.mp4,2,0.383,1
003/ax3q-RkVIt4.mp4/0349_0192_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0349_0192_0002.mp4,0,0.696,1
003/ax3q-RkVIt4.mp4/0360_0212_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0360_0212_0001.mp4,0,0.713,0
003/ax3q-RkVIt4.mp4/0411_0157_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0411_0157_0002.mp4,1,0.661,1
003/ax3q-RkVIt4.mp4/0592_0168_0004_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0592_0168_0004.mp4,0,0.513,1
003/ax3q-RkVIt4.mp4/0669_0174_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/ax3q-RkVIt4.mp4/0669_0174_0002.mp4,1,0.471,1
003/BCiuXAuCKAU.mp4/0597_0159_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/BCiuXAuCKAU.mp4/0597_0159_0001.mp4,0,3.73,1
003/C25wkwAMB-w.mp4/0113_0154_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0113_0154_0001.mp4,0,3.42,1
003/C25wkwAMB-w.mp4/0300_0132_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0300_0132_0002.mp4,0,2.04,1
003/C25wkwAMB-w.mp4/0329_0145_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0329_0145_0002.mp4,1,1.63,1
003/C25wkwAMB-w.mp4/0526_0150_0003_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0526_0150_0003.mp4,0,3.25,1
003/C25wkwAMB-w.mp4/0606_0174_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0606_0174_0001.mp4,0,2.44,1
003/C25wkwAMB-w.mp4/0656_0129_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0656_0129_0002.mp4,0,1.7,1
003/C25wkwAMB-w.mp4/0751_0139_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0751_0139_0002.mp4,0,1.63,1
003/C25wkwAMB-w.mp4/0753_0118_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0753_0118_0001.mp4,0,2.9,1
003/C25wkwAMB-w.mp4/0754_0153_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0754_0153_0001.mp4,0,4.58,1
003/C25wkwAMB-w.mp4/0763_0140_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0763_0140_0002.mp4,1,2.4,1
003/C25wkwAMB-w.mp4/0822_0210_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0822_0210_0001.mp4,0,2.68,1
003/C25wkwAMB-w.mp4/0849_0114_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0849_0114_0001.mp4,0,2.23,1
003/C25wkwAMB-w.mp4/0945_0144_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0945_0144_0002.mp4,0,2.54,1
003/C25wkwAMB-w.mp4/0945_0144_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/C25wkwAMB-w.mp4/0945_0144_0002.mp4,1,2.54,1
003/c9pEMjPT16M.mp4/0080_0151_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0080_0151_0002.mp4,1,0.34,1
003/c9pEMjPT16M.mp4/0290_0283_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0290_0283_0002.mp4,0,0.77,0
003/c9pEMjPT16M.mp4/0290_0283_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0290_0283_0002.mp4,1,0.77,0
003/c9pEMjPT16M.mp4/0299_0226_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0299_0226_0001.mp4,0,0.767,0
003/c9pEMjPT16M.mp4/0351_0116_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0351_0116_0001.mp4,0,0.457,1
003/c9pEMjPT16M.mp4/0356_0193_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0356_0193_0001.mp4,0,0.587,1
003/c9pEMjPT16M.mp4/0399_0116_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0399_0116_0002.mp4,0,0.499,1
003/c9pEMjPT16M.mp4/0483_0209_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0483_0209_0001.mp4,0,0.61,1
003/c9pEMjPT16M.mp4/0662_0143_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0662_0143_0001.mp4,0,0.556,1
003/c9pEMjPT16M.mp4/0694_0165_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0694_0165_0001.mp4,0,0.479,1
003/c9pEMjPT16M.mp4/0740_0106_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0740_0106_0001.mp4,0,0.338,1
003/c9pEMjPT16M.mp4/0883_0162_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0883_0162_0001.mp4,0,0.567,1
003/c9pEMjPT16M.mp4/0902_0194_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/0902_0194_0001.mp4,0,0.664,1
003/c9pEMjPT16M.mp4/1219_0135_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/1219_0135_0001.mp4,0,0.494,1
003/c9pEMjPT16M.mp4/1266_0211_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/c9pEMjPT16M.mp4/1266_0211_0002.mp4,1,0.835,0
003/cKA-qeZuH_w.mp4/0268_0219_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cKA-qeZuH_w.mp4/0268_0219_0001.mp4,0,1.03,0
003/cKA-qeZuH_w.mp4/0739_0225_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cKA-qeZuH_w.mp4/0739_0225_0001.mp4,0,0.914,0
003/CrlfWnsS7ac.mp4/0015_0298_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0015_0298_0002.mp4,0,1.56,0
003/CrlfWnsS7ac.mp4/0379_0248_0003_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0379_0248_0003.mp4,1,1.25,0
003/CrlfWnsS7ac.mp4/0383_0148_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0383_0148_0001.mp4,0,0.62,1
003/CrlfWnsS7ac.mp4/0401_0166_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0401_0166_0003.mp4,2,0.692,1
003/CrlfWnsS7ac.mp4/0423_0162_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0423_0162_0002.mp4,0,0.719,1
003/CrlfWnsS7ac.mp4/0432_0279_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0432_0279_0003.mp4,2,1.25,0
003/CrlfWnsS7ac.mp4/0435_0142_0003_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0435_0142_0003.mp4,2,0.618,1
003/CrlfWnsS7ac.mp4/0441_0182_0002_Person1.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0441_0182_0002.mp4,1,0.728,1
003/CrlfWnsS7ac.mp4/0512_0191_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0512_0191_0002.mp4,0,0.671,1
003/CrlfWnsS7ac.mp4/0886_0104_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/CrlfWnsS7ac.mp4/0886_0104_0001.mp4,0,0.372,1
003/cWYJHb25EVs.mp4/0267_0104_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0267_0104_0001.mp4,0,0.398,1
003/cWYJHb25EVs.mp4/0402_0131_0003_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0402_0131_0003.mp4,0,0.448,1
003/cWYJHb25EVs.mp4/0427_0223_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0427_0223_0001.mp4,0,0.896,0
003/cWYJHb25EVs.mp4/0720_0138_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0720_0138_0001.mp4,0,0.553,1
003/cWYJHb25EVs.mp4/0866_0212_0002_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0866_0212_0002.mp4,0,1.15,0
003/cWYJHb25EVs.mp4/0960_0258_0001_Person0.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0960_0258_0001.mp4,0,0.755,0
003/cWYJHb25EVs.mp4/0981_0187_0004_Person3.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0981_0187_0004.mp4,3,0.814,1
003/cWYJHb25EVs.mp4/0982_0225_0004_Person2.mp4,https://cydar.ist.psu.edu/bodyemotionstudy/videos/003/cWYJHb25EVs.mp4/0982_0225_0004.mp4,2,1.04,0
